path,role,observations,limitations,absolute_path,bytes,sha256
"Cabeça & Rosto/Combinações de Cabeças/Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos/Combinação 3.png",Prancha masculina olho2 com cabelos6/7/8 e rostos1/2/3,"Correspondências: olho2+cabelo6+rosto1; olho2+cabelo7+rosto2; olho2+cabelo8+rosto3. Olho2 é rotulado íris verde-clara e olheiras; abertura semicerrada semelhante à família olho1, com pigmentação/sombra periocular mais evidente. Cabelo6 PUNK ESPETADO: vários espigões grandes ao redor do topo; cabelo7 RAZOR PART: topo penteado lateralmente e linha clara de risca raspada; cabelo8 COQUE SAMURAI: cabelo puxado para trás e coque alto com elástico escuro. Mudanças de cabelos envolvem geometria; verde da íris, olheiras e linha de couro cabeludo podem exigir material/parametrização próprios, sem obrigar novo volume para cada cor.","Não há olho2 isolado ou vista de perfil para separar volume de olheira de pigmentação. A risca raspada deve preservar correspondência de cor com a pele; imagem não define se é recorte, decal ou malha. Cascas e cabeça montada são renders, não demonstram interface de encaixe nem comprimentos físicos.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Combinações de Cabeças\Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos\Combinação 3.png",1645990,94e370dd96f4bdb46c09cd8f7ecb80fe3978241a4a3ae42ddfe680462bdf3750
"Cabeça & Rosto/Combinações de Cabeças/Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos/Combinação 4.png",Prancha masculina olho7 com cabelos8/9/10 e rostos4/5/6,"Correspondências: olho7+cabelo8+rosto4; olho7+cabelo9+rosto5; olho7+cabelo10+rosto6. Olho7 é visivelmente mais aberto e arredondado que olhos1/2, íris azul-clara/azul-piscina e olheiras arroxeadas marcadas; existe mudança de forma, não somente cor. Cabelo8 coque samurai reaparece; cabelo9 BLACK POWER tem massa arredondada de cachos em volumes facetados; cabelo10 CHAVOSO tem topo curto crespo, laterais baixas e desenhos raspados claros. Bases inferiores são rotuladas ENCAIXE OLHO7, mas mostram órbitas vazias parecidas com outras pranchas; rosto6 aparece amplo/quadrangular. Desenhos raspados/pigmentação de íris/olheiras são aspectos de material ou superfície a separar da definição de forma.","Rótulo ENCAIXE OLHO7 não comprova que um encaixe exclusivo seja necessário nem que seja universal; precisa testar olho7 nos mesmos sockets dos outros. Sem vistas internas, perfil ou medida de volume de globo/pálpebra. Não prometer todos os olhos em todas as bases sem protótipo.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Combinações de Cabeças\Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos\Combinação 4.png",1686763,36e92d564bd38cca768011d6ee54d807c41f1a0fbe8de102e9eead45166e7c5f
"Cabeça & Rosto/Combinações de Cabeças/Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos/Combinação 5.png",Prancha masculina olho5 com cabelo11/12/12 e rostos1/2/3,"Título e colunas repetem cabelos11,12e12. Correspondências: olho5+cabelo11+rosto1; olho5+cabelo12+rosto2; olho5+cabelo12+rosto3. Não existe cabelo13 nesta prancha. Olho5 é rotulado amendoado, com abertura alongada lateralmente e íris muito escura/grande; forma difere dos redondos olho7. Cabelo11 DE RAUL: topo penteado para trás com mechas largas e linha frontal detalhada; cabelo12 REFLEXO DE CRIA: topo de cachos curtos com pontas claras/loiras contrastando com base escura e laterais baixas. A repetição do cabelo12 mostra intenção explícita de reutilizar o mesmo corte sobre dois rostos. Coloração clara nas pontas é material/cor; cachos e silhueta são geometria.",Reutilização é intenção visual; não comprova mesmo tamanho/transform na geometria3D. Nenhum módulo de olho isolado; limite do módulo ocular continua indefinido. Sem traseira/perfil dos cortes; detalhes de pigmentação não devem ser confundidos automaticamente com novas peças geométricas.,"C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Combinações de Cabeças\Combinações de Cabeças Masculinas Olhos,Rostos e Cabelos\Combinação 5.png",1694305,b69e4529ed6917154dda2d9e4d5da97d9641f1a1d820720d110abdb137217d82
"Cabeça & Rosto/Narizes — Módulos e Combinações/Combinacao feminina rostos e narizes/Narizes 1, 2 e 3.png","Prancha feminina de correspondência: narizes1/2/3, rostos1/2/3, cabelo1","Três colunas: nariz1→cabeça feminina1→padrão rosto1; nariz2→cabeça feminina2→padrão rosto2; nariz3→cabeça feminina3→padrão rosto3. Todas montagens indicam corte1. Linha superior mostra módulos isolados frontais; central apresenta montagem frontal com cabelo curto castanho assimétrico, olhos, sobrancelhas, nariz, boca, orelhas e pescoço. Bases inferiores em três quartos possuem cavidades oculares, sobrancelhas, pequeno relevo nasal, boca e pescoço; não são bases faciais lisas. Rosto1 afunila até queixo pequeno; rosto2 tem região inferior mais ampla/angular; rosto3 tem bochechas e contorno inferior arredondados. Nariz2 se destaca pela ponta gorda.","A prancha demonstra três associações, não todas9combinações possíveis de três rostos e três narizes. Montagens são imagens; não comprovam reutilização da mesma malha/mesmo transform, fusão, espessura ou compatibilidade automática. Nose isolado é frontal e base é três quartos; não há perfil/traseira para verificar profundidade. Aparência de cor/material é comum, variações relevantes são formas.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\Combinacao feminina rostos e narizes\Narizes 1, 2 e 3.png",1601421,a854e90b4038878dfdeb8bb00ab9968dea5b0f9aaaa8254ab5fd1c7fe0b705a4
"Cabeça & Rosto/Narizes — Módulos e Combinações/Combinacao feminina rostos e narizes/Narizes 4, 5 e 6 - Rostos 4, 5 e 6 - Cabelos 6, 8 e 9.png",Prancha feminina: narizes4/5/6 com cabelos6/8/9 e rostos rotulados4/5/6,"Coluna1: rosto4+nariz4+corte6; cabelo liso castanho médio, risca central e pontas perto do pescoço. Coluna2: rosto5+nariz5+corte8; cabelo castanho cacheado/ondulado de cachos largos, risca central e volume lateral. Coluna3: rosto6+nariz6+corte9; cabelo castanho crespo muito volumoso/arredondado, composto de pequenos cachos. A base inferior chamada rosto6 parece reutilizar o contorno arredondado apresentado como rosto3 na prancha feminina equivalente com corte1. Sem confirmação suficiente para declarar nova base6 distinta. Narizes superiores repetem as mesmas seis-variantes correspondentes4/5/6; diferença de cabelos é geométrica, sem paleta nova.","Conflito de identificação rosto3/rosto6 exige decisão de catálogo; não gerar uma sexta base apenas porque este rótulo existe. Sem módulos de cabelo isolados nesta prancha, perfil, traseira, vista interna de encaixe ou medidas. Presença de olhos/boca/orelhas/pescoço é contexto de montagem, não autorização automática de escopo.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\Combinacao feminina rostos e narizes\Narizes 4, 5 e 6 - Rostos 4, 5 e 6 - Cabelos 6, 8 e 9.png",1623957,66dff4e31daafd3801cfbfc1f76e0719e105bfde78d9bab9025f0cdec05897b5
"Cabeça & Rosto/Narizes — Módulos e Combinações/Combinacao feminina rostos e narizes/Narizes 4, 5 e 6.png",Prancha feminina de correspondência: narizes4/5/6 com cabelo1,"Rótulos correspondem a nariz4+cabeça/rosto feminino4+corte1; nariz5+cabeça/rosto feminino5+corte1; nariz6+cabeça/rosto feminino3+corte1. Rosto4 é longo e estreito, queixo pontudo; rosto5 tem bochechas relativamente largas e queixo estreito; terceira base é mais arredondada. Montagens frontais mostram nasal4 longo estreito; nasal5 de ponta mais baixa; nasal6 largo e muito saliente visualmente. Cabelo castanho assimétrico permanece a referência de corte1. Bases inferiores têm cavidades oculares, sobrancelhas, boca, pescoço e algum relevo nasal; não fornecem interface modular vazia.","Terceira coluna é ROSTO3, não rosto6. Conflita com numeração de outra prancha feminina de narizes4/5/6 com cabelos6/8/9. Somente três associações; proporções e continuidade de pele devem ser validadas no3D. Sem perfil/traseira ou métricas.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\Combinacao feminina rostos e narizes\Narizes 4, 5 e 6.png",1626397,352331e0bcf56bf781f53ad2020f02cd7ee3257df7316bd10692ac27970fecd2
"Cabeça & Rosto/Narizes — Módulos e Combinações/Combinacao masculina rostos e narizes/Narizes 1, 2 e 3.png","Prancha masculina: narizes1/2/3, rostos1/2/3, cabelo1","Colunas: rosto masculino1+nariz1+corte1; rosto2+nariz2+corte1; rosto3+nariz3+corte1. Cabeças montadas frontais, bases em três quartos. Cabelo1 castanho curto bagunçado, mechas grandes facetadas; barba/bigode escuros, sobrancelhas, orelhas, boca e pescoço aparecem. Nariz2 tem ponta e asas mais largas; nariz3 é mais compacto. Rosto2 inferior mais estreito; rosto3 aparenta maior largura mandibular e bochechas. Bases inferiores têm órbitas vazias e bloco nasal claro/truncado: a posição do nariz é indicada visualmente, mas não há especificação técnica da borda.","Três correspondências específicas, sem prova de aplicação cruzada a todos os rostos. Seis narizes são apresentados como mesmos módulos usados no feminino, mas imagem não comprova escala/transform idênticos entre bases masculinas e femininas. Barba/sombras fazem parte da aparência; não é possível classificar definitivamente textura versus geometria a partir do render.","C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\Combinacao masculina rostos e narizes\Narizes 1, 2 e 3.png",1626757,e424f6517c63595f85f480b9a08c9410d1f0493d05602e9af8dc96c2f80f7a69
"Cabeça & Rosto/Narizes — Módulos e Combinações/Combinacao masculina rostos e narizes/Narizes 4, 5 e 6.png","Prancha masculina: narizes4/5/6, rostos4/5/6, cabelo1","Colunas: rosto masculino4+nariz4+corte1; rosto5+nariz5+corte1; rosto6+nariz6+corte1. Rótulos masculinos incluem explicitamente rosto6. Rosto4 tem região inferior larga/arredondada; rosto5 estreita até queixo; rosto6 é amplo e mais quadrangular. Nariz6 cobre grande região central da face. O mesmo tipo de corte1, barba e olhos semicerrados é exibido; nariz4 fino longo, nariz5 ponta alongada, nariz6 muito largo. Bases inferiores repetem órbitas vazias e bloco claro nasal, com sobrancelhas/barba/orelhas/boca/pescoço presentes.",Diferenças de narizes são geométricas pretendidas; escala comum e relação nariz/face não têm medidas. Sem perfil/traseira ou borda de encaixe; a barba pode esconder partes da transição mandíbula/pele e não deve ser incorporada automaticamente ao escopo.,"C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\Combinacao masculina rostos e narizes\Narizes 4, 5 e 6.png",1624098,ebcad90bcb43f0562ca6374b213d65d223e11b35295ce4a580c6044b7defbb06
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 1.png,Referência isolada de nariz 1,"Rótulo ORIGINAL; nariz alaranjado com facetas, ponte de largura intermediária, raiz superior plana/quadrangular e ponta arredondada. Asas laterais moderadas; região inferior e narinas aparecem escuras. Diferença de desenho principalmente geométrica, sem variante de cor demonstrada.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Não comprova posição de encaixe nem profundidade/projeção da ponta.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 1.png,152910,051dd6a3025aefb87a60a876bb88825585cc2fa7e3dcb1bd2964ee946e292c3e
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 2.png,Referência isolada de nariz 2,"Rótulo GORDINHO E PROTUBERANTE; ponta grande e globosa, asas largas e arredondadas, volume inferior muito mais largo que a ponte. Superfície alaranjada facetada como nariz1; a mudança visível é de silhueta e volume aparente, não de paleta.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Protuberância é uma intenção escrita; sua medida em profundidade não é determinada pela vista frontal.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 2.png,170050,99e2931237a8b2000bb934c77ec4356180ea3d59ab4137f6bcfd6c21a9b229dd
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 3.png,Referência isolada de nariz 3,"Rótulo CURTO E FINO; ponta pequena arredondada, asas menores e silhueta global compacta. Mesma linguagem alaranjada facetada; aparenta ter menor altura e largura no quadro que nariz1.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Enquadramentos independentes impedem converter diferença em pixels em medida física.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 3.png,149107,6439d9307f9b15171907a9ab3e0b9a388efe953731247dc9b0176b316869d3eb
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 4.png,Referência isolada de nariz 4,"Rótulo FINO, COMPRIDO E EMPINADO; ponte muito longa e estreita com expansão próxima às asas. Ponta pequena/angular e duas aberturas de narinas nitidamente visíveis na região inferior; material alaranjado comum.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Empinamento e ângulo da ponta exigem perfil; não deduzir curva lateral somente pelo rótulo.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 4.png,155415,3568e4985520b29d28b4746161ca3f0bc80e1541e62d2f4cf9d9b979e654c621
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 5.png,Referência isolada de nariz 5,"Rótulo LONGO, FINO E COM CALOMBO; ponte longa com mudança visível de largura/facetas no trecho médio. Ponta inferior alongada/angular; asas discretas comparadas ao nariz6. Mesma cor de pele das demais referências.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Calombo dorsal em perfil não é confirmado dimensionalmente pela projeção frontal; estimar como intenção, não como medida observada.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 5.png,163459,db5454e14712dce59cf53937748daf7d427fbce46e7930b312314fd6230abe00
Cabeça & Rosto/Narizes — Módulos e Combinações/narizes/nariz 6.png,Referência isolada de nariz 6,"Rótulo GRANDE, LARGO E ALONGADO; ponte larga, corpo longo e ponta volumosa alongada para baixo. Asas bem abertas e narinas escuras grandes; referência alaranjada facetada. Contorno inferior chega muito próximo da borda da imagem.","Somente vista frontal renderizada, sem medidas, perfil, traseira do módulo ou geometria da interface com o rosto; grade de fundo não fornece escala comprovada. Perfil e profundidade do módulo mais volumoso não documentados.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Narizes — Módulos e Combinações\narizes\nariz 6.png,174486,912859d77f61e3514783e10f67ddc6cd2ac25d49022d91688430333305506fd4
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (1) - exemplos.png,"Comparação de montagem masculina: olho 1, rosto 1 e três cabelos","Íris castanha, pupila preta circular e reflexo branco; esclera creme. Pálpebra superior grande cobre a parte alta da íris; abertura inferior arredondada e olhar semicerrado. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior repete a base 1 com cavidades oculares vazias e uma região frontal retangular no lugar de um nariz completo. Montagens mantêm as cores e abertura da variante documentada, sem novas peças oculares identificadas.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A repetição aparente da base não prova que malhas/cavidades sejam idênticas.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (1) - exemplos.png,1715737,ed311ff6271118d9003170ce1daf69036c07b1011ab9c1467774aa2ed0851a1e
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (2) - exemplos.png,"Comparação de montagem masculina: olho 2, rosto 1 e três cabelos","Íris verde clara com aro escuro e pupila preta; abertura semicerrada visualmente próxima ao olho 1. Mancha marrom/arroxeada ampla sob o olho. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior repete a base 1 com cavidades oculares vazias e uma região frontal retangular no lugar de um nariz completo. A olheira está presente nas cabeças montadas e não acompanha claramente a base vazia inferior; estado de material da pele deve fazer parte da montagem.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A repetição aparente da base não prova que malhas/cavidades sejam idênticas.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (2) - exemplos.png,1678524,18f0cc4cfa67dd476dac68b611fceebc66a8079d098a41defa5e7f4809b3af25
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (3) - exemplos.png,"Comparação de montagem masculina: olho 3, rosto 1 e três cabelos","Íris quase preta com aro cinza muito escuro, pupila preta e reflexo branco; esclera mais rosada nas laterais. Mais íris exposta que no olho 1. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior repete a base 1 com cavidades oculares vazias e uma região frontal retangular no lugar de um nariz completo. Montagens mantêm as cores e abertura da variante documentada, sem novas peças oculares identificadas.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A repetição aparente da base não prova que malhas/cavidades sejam idênticas.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (3) - exemplos.png,1604352,207d14e5dfa3cd368dde70cb221552ca8d6ccf499d48cd19a91fce2a0dd15d91
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (4) - exemplos.png,"Comparação de montagem masculina: olho 4, rosto 1 e três cabelos","Íris azul escura, pupila preta e aro externo escuro; abertura maior e mais arredondada que no olho 1, ainda parcialmente coberta acima. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior repete a base 1 com cavidades oculares vazias e uma região frontal retangular no lugar de um nariz completo. Montagens mantêm as cores e abertura da variante documentada, sem novas peças oculares identificadas.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A repetição aparente da base não prova que malhas/cavidades sejam idênticas.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (4) - exemplos.png,1612202,972067970060f34ab3295ee44f994f4c527ccca542a464c15f4b13149cc356b9
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (5) - exemplos.png,"Comparação de montagem masculina: olho 5, rosto 1 e três cabelos","Íris castanho escura, abertura amendoada com cantos afunilados, borda inferior de pele fina contornando o globo e cobertura superior arqueada. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior repete a base 1 com cavidades oculares vazias e uma região frontal retangular no lugar de um nariz completo. Montagens mantêm as cores e abertura da variante documentada, sem novas peças oculares identificadas.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A repetição aparente da base não prova que malhas/cavidades sejam idênticas.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (5) - exemplos.png,1617533,e9f2834caf1252bb26a0ceed429d86ca64676b9b7e6ba2d7ccb44df7e9f341f5
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (6) - exemplos.png,"Comparação de montagem masculina: olho 6, rosto 1 e três cabelos","Íris bege/marrom muito clara, maior abertura quase circular; pálpebras retraídas expõem praticamente toda a íris, com esclera clara ao redor. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior recebe legenda ENCAIXE OLHO 6, coerente com necessidade de órbitas/afastamento próprios descrita na folha ocular. Montagens mantêm as cores e abertura da variante documentada, sem novas peças oculares identificadas.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A base rotulada com encaixe especial não oferece medidas para reproduzir a mudança de afastamento.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (6) - exemplos.png,1630417,fb93f9d21b049b7b789fcbc960ba59639c255b5309b85395ab5efeac2062b344
Cabeça & Rosto/Olhos/exemplos masculinos de olhos em diferentes cabelos/olho (7) - exemplos.png,"Comparação de montagem masculina: olho 7, rosto 1 e três cabelos","Íris azul piscina/ciano muito clara e pupila preta; abertura grande quase circular como no 6, com olheira arroxeada sob o olho. Três colunas constantes: corte 1 Bagunçado 1, corte 2 Bagunçado 2 e corte 3 Hi Fade. Cada coluna mostra cabelo isolado no alto, cabeça montada frontal no meio e base sem cabelo/olhos em três quartos abaixo. Corte 1 tem mechas pontiagudas de direção lateral; 2 tem mechas radiais mais uniformes/franja; 3 tem topo curto facetado e transição lateral curta. As três montagens mantêm o rosto masculino 1 com barba e sobrancelhas espessas, aplicando a mesma variante ocular; são exemplos de troca de cabelo sobre uma base. A linha inferior recebe legenda ENCAIXE OLHO 7, coerente com necessidade de órbitas/afastamento próprios descrita na folha ocular. A olheira está presente nas cabeças montadas e não acompanha claramente a base vazia inferior; estado de material da pele deve fazer parte da montagem.","Somente três montagens no rosto 1; não demonstra o olho combinado a todos os rostos masculinos ou cabelos do catálogo. Cabelo isolado e base em três quartos não têm vistas traseiras/laterais completas, medidas ou pivôs. Cavidades e nariz simplificado ilustram separação de módulos; não são especificação de soquetes geométricos nem prova de ausência de interpenetração. A base rotulada com encaixe especial não oferece medidas para reproduzir a mudança de afastamento.",C:\Users\xandao\Desktop\Trabalho\projetos pessoais\RCL\modelos 3d\personagem base\Imagem base\Cabeça & Rosto\Olhos\exemplos masculinos de olhos em diferentes cabelos\olho (7) - exemplos.png,1652791,5e3aae707991f8aa225896bc233241ed4e9635fc411631f4938cc7aff9ab98f8
